tournamentId,tournamentName,blackPlayerId,blackPlayerName,whitePlayerId,whitePlayerName,blackScore,blackTheoreticalScore,transcript,loss_black,loss_white,blackscores,is_white_turn
222,Antwerpen Open,1971,Schotte Tom,2135,Reunes Nick,40,34,f5d6c3d3c4f4e3f3g4g5f6d2e6b5h4e7f7g6h5c5d8h3f2e2d7g3c1f1d1h6c2c8b8e8f8g7b6c6a5g2c7b7b4a7g8h8a8h7a6b3a4e1h1h2g1a3a2b1b2a1,"[0 0 0 0 0 0 4 0 0 0 0 0 1 0 3 0 0 0 0 1 0 2 5 2 6 1 2 0 0 0 2 0 8 0 0 0 4
 0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[ 0  0  0  0  0  0  0  0  0  6  0  2  0  2  0  2  2  0  0  0  1  0  0  0
  0  0  0  5  2  2  0  3  0 14  0  0  0  0  0  2  0  4  0  6  0  0  0  0
  0  4  0  6  0  2  0  0  0  0  0]","[0, 0, 0, 0, 0, 0, 0, -4, -4, -4, 2, 2, 4, 3, 5, 2, 4, 6, 6, 6, 5, 6, 4, -1, -3, -9, -10, -12, -7, -5, -3, -5, -2, -10, 4, 4, 4, 0, 0, 0, 2, -2, 2, 2, 8, 4, 4, 4, 4, 4, 8, 8, 14, 14, 16, 16, 16, 16, 16, 16]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
222,Antwerpen Open,2135,Reunes Nick,1971,Schotte Tom,12,20,f5f6e6f4e3c5c4e7c6e2f3d3c3d2e1c1f1c2d1g1f2d6g4g5d7h4g3g6h3h5g2b3a3b6b5a5f7f8b1a1c7a2a4b2b4h1h6a6b7g7d8h2h8h7g8e8a7a8b8c8,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  2  0  0  0  4  0
  0  0  0  0  9  1  3  0  8  0  0  0  0  0 12  0  0  0  0  0  0  0  6  0
  0  0  0  0  0  0 10  0  0  0  0]","[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 2 0 0 0 0 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, -2, -2, -2, -2, -6, -6, -6, -6, -6, -3, -12, -13, -16, -16, -24, -24, -24, -24, -24, -22, -34, -34, -34, -34, -34, -34, -34, -34, -40, -40, -40, -32, -32, -32, -32, -30, -40, -40, -40, -40, -40]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
222,Antwerpen Open,1971,Schotte Tom,3374,Nicholls Frederic,56,33,f5d6c3d3c4f4e3f3g4g5f6g3e6f7c7c5b4e2g6d7e7e8h4h3c6b6b5a5f2h5d1h2h7a4f8b8c8e1b3c1a3g8a8d2a6g7g1f1b1a7b7d8h8b2h6c2h1a2a1g2,"[ 0  0  0  0  0  0  4  0  0  0  0  0  0  0  2  0  0  1  0  0 10  1  1  0
  0  0  0  0  6  1  9  2  4  0  0  0  0  0  0  0 18  0  0  0  2  0  0  0
  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  6  0  0  0  2  0  2  0  0  0  0  0  0  0  7
  1  0  0  3  0  0  0  0  0  4  0 18  0 18  0  0  0 10  0  6  0 16  0 12
  0  0  0  4  0  0  0  0  0  0  0]","[0, 0, 0, 0, 0, 0, 0, -4, -4, -4, 2, 2, 2, 2, 4, 2, 4, 4, 3, 3, 3, -7, -8, -9, -2, -1, -1, -1, 2, -4, -5, -14, -16, -20, -16, -16, 2, 2, 20, 20, 20, 2, 12, 12, 18, 16, 32, 32, 44, 44, 44, 44, 48, 48, 48, 48, 48, 48, 48, 48]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
222,Antwerpen Open,3374,Nicholls Frederic,1971,Schotte Tom,16,18,f5f6e6f4g5e7e3f3d3c3f7d7c7c4e2d6c2d2c6c5d1d8e8f1g3g4e1f2h4h6g1f8g6h7b6b4g2c1b1b5b7c8a4h1h2a1a5b2a2b3a3g7b8a8h8h5g8h3a7a6,"[ 0  0  0  0  0  0  0  0  2  0  0  0  9  1  5  1  0  0  0  1  4  0  0  0
  3  0  0  0  0  3  1  0 16  0  0  2  2  0  2  0  2  0  0  0  0  0 12  0
  8  0  4  0  0  0  2  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  1  1  1  0  0  8  1  4
  0  0  1  1  0  0  0  0  0  0  0  0  0  2  0  4  0  0  0  0  0  0  0  8
  0 14  0  0  0  0  0  0  0  0  0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -9, -10, -15, -16, -15, -14, -13, -14, -18, -10, -9, -5, -8, -8, -7, -6, -6, -9, -10, -10, -26, -26, -26, -28, -30, -28, -30, -26, -28, -28, -28, -28, -28, -28, -40, -32, -40, -26, -30, -30, -30, -30, -32, -32, -32, -32, -32]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
222,Antwerpen Open,1971,Schotte Tom,2134,van de Moortel Frau,55,45,f5f6e6f4g4c6f3f7e3g5d6d3c4e2f2c3c5h3e7d8h4b3b4d2g3h5h6h7g6d7g2a5c7b5b6a6b7e1g1f1h1h2h8a8c2d1a4c8c1a3a7b2b1g7g8f8e8a1a2b8,"[0 0 0 0 4 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 3 1 0 1 3 0 0 0 0 0 0 0 0 0 0
 0 4 0 0 0 2 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0]","[ 0  0  0  0  0  7  0  4  1  0  0  0  1  0  0  1  1  0  1  3  0  3  0  0
  1  0  0  0  1  5  0  1  0  0  0 12  0  6  0 10  0  0  0  0  0  0  0  4
  0  8  0  2  0  0  0  0  0  0  0]","[0, 0, 0, 0, 0, -4, 3, 3, 7, 8, 8, 8, 7, 8, 8, 5, 6, 7, 7, 8, 11, 11, 14, 11, 10, 11, 10, 7, 7, 8, 13, 13, 14, 14, 14, 14, 26, 26, 32, 28, 38, 38, 38, 36, 36, 34, 34, 32, 36, 36, 44, 44, 46, 46, 46, 46, 46, 46, 46, 46]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
222,Antwerpen Open,2134,van de Moortel Frau,1971,Schotte Tom,12,39,f5f6e6f4e3c5c4e7c6e2g5g4f3d6d3h5d7f2e1c8f8e8f7c7g6h6h3g3d8g8f1b6b5a5a4a3h2b4a7a6c3b3b7a8g7b8a2a1b2c2b1h4h7g2g1d1d2c1h1h8,"[ 0  0  0  0  0  0  0  0  0  0  6  0  0  0  0  0  1  0  1  0  0  3  0  0
  0  1  4  0  6  1  1  0  0  0  0  0 12  0  4  0  0  0 54  0 14  0  0  0
  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  2  0  0  0  0  0  4  0  1  0  0  0  0  1  0  2  7
  1  0  0 10  0  0  0 10  0  0  0  0  0  6  0  2  0  4  0  0  0  0  0  0
  0  0  0 16  0  2  0  0  0  0  0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, -4, -4, -4, 0, 0, 1, 0, 0, -1, -1, 0, -3, -1, 6, 7, 6, 2, 12, 6, 5, 4, 14, 14, 14, 14, 14, 2, 8, 4, 6, 6, 10, -44, -44, -58, -58, -58, -58, -58, -58, -58, -42, -42, -40, -40, -40, -40, -40, -40]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]"
222,Antwerpen Open,1971,Schotte Tom,2757,Van Damme Jan,59,47,f5d6c3d3c4f4e3f3g4g3g5e2d2f6g6c2f2f1e1h3c6h4d7d1c1h6e6c5b4b5b3a5a3e7f8b6c7e8d8b8f7b1c8g8g2a2a1a4g1b7a6h1b2h2a7a8h5h8g7h7,"[0 0 0 0 0 0 4 0 0 0 6 0 0 0 0 0 0 0 6 0 8 0 0 3 0 0 3 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0]","[ 0  0  0  0  0  0  0  0  0  6  0  4  0  0  0  8  2  0  0  0  0  0  2  0
  2  9  0  0  0  8  0  7  0  4  0  6  0 12  0  0  0  0  0  0  0 14  0  0
  0  2  0  0  0  0  0  0  0  0  0]","[0, 0, 0, 0, 0, 0, 0, -4, -4, -4, 2, -4, 0, 0, 0, 0, 8, 10, 10, 4, 4, -4, -4, -2, -5, -3, 6, 3, 3, 3, 11, 11, 18, 18, 22, 22, 28, 28, 40, 40, 40, 40, 40, 40, 40, 40, 54, 54, 54, 54, 56, 56, 56, 56, 54, 54, 54, 54, 54, 54]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
222,Antwerpen Open,2757,Van Damme Jan,1971,Schotte Tom,14,24,f5f6e6f4c3e7f3f2g4g3g5h3e3c4e8h4h6d7f1d6f7h5h2g6c8e2h7d8d3c2c5c6b4d2b3e1f8c7b6a3c1d1a2a1b1b2b7g7g8h8h1g1g2a4b5a7a8b8a6a5,"[ 0  0  0  0  2  0  0  0  1  0  0  0  7  0  2  0  0  0  8  1  0  0  0  3
  0  1  0  0  9  0  2  1  0  0  2  0  0  0  0  0 10  0 20  0  4  0  0  0
  0  0  0  0  0  0  0  0  0  0  0]","[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 6 0 4 0 0 0 1 3 0 3 0 1 2 0 0 0 0 0 0 0 0 0
 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 4 4 0 2 0 0 0]","[0, 0, 0, 0, 0, -2, 1, 1, 1, 0, 0, 0, 0, -7, -7, -9, -3, -3, 1, -7, -8, -8, -7, -4, -7, -4, -5, -4, -2, -11, -11, -13, -14, -14, -14, -16, -16, -16, -16, -16, -14, -24, -24, -44, -44, -48, -48, -48, -48, -48, -48, -48, -46, -42, -38, -38, -36, -36, -36, -36]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]"
116,Australian National,2405,Hughes Scott,1728,Vinar Matt,22,24,f5f6e6f4e3d6c4e2f7c6d7e7g5g6h6f8d8c8e8c5f3g3f2g4c7h5d3h7f1d1d2g7h4h3h8g8h2c2g2c1c3e1b2a1b1b3b5g1a2a4a3b4h1a5a6b6b7a7a8b8,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  0
  2  1  0  2  0  2  0  3 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  8  0  8  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  2  0  0  0  0  0  0
  0  0  0  0  2  0  2  0  0 14  0  0  0  6  0  0  0  0  0  2  0  2  0  0
  0  0  0  0  0  0  0  2  0  0  0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 4, 4, 4, 4, 4, -6, -6, -8, -9, -9, -11, -9, -11, -9, -12, -30, -16, -16, -16, -16, -10, -10, -10, -10, -10, -10, -8, -8, -6, -6, -6, -14, -14, -22, -22, -22, -22, -22, -20, -20, -20, -20]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
301,Belarus Championship,3100,Khlebnikau Uladzimi,3396,Kryvasheyeu Andrei,37,27,f5d6c3d3c4f4c5b5b4b3a6c6b6e6a3f3e2c2d2a5a4e3g5g6f7d7e7f6g4d8h5h6c8f8a2c7d1b8g7h4g3h8e8h7a8b7a7g8h3h2e1f1c1b1h1g2g1f2a1b2,"[ 0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  0  3  0  5  0  0  1  1  1
  2  0  2  0  0  1  0  0  4  0  0  0 10  0  0  0 14  0  0  0  0  0  0  0
  0 14  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  4  0  5  1  0  0  0
  0  0  0  0  0  0  1  0  0  0  0  0  0  6  0  0  0  8  0  8  0 16  0  0
  8  0  8  0  4  0  0  0  0  0  0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, -1, -1, -1, -1, -1, -1, -4, 0, -5, 0, 1, 0, -1, -2, -4, -4, -6, -6, -6, -7, -6, -6, -10, -10, -10, -10, -20, -14, -14, -14, -28, -20, -20, -12, -12, 4, 4, 4, 12, -2, 6, 6, 10, 10, 10, 10, 10, 10, 10]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
