tournamentId,tournamentName,blackPlayerId,blackPlayerName,whitePlayerId,whitePlayerName,blackScore,blackTheoreticalScore,transcript,loss_black,loss_white,blackscores,is_white_turn
222,Antwerpen Open,1708,Hobo Roel,1834,v/d Biggelaar Nicky,20,28,f5f6e6f4g5e7d7g6g4h5e3h4e8c8f7f8g8c5f3g3h3d6h6d3c3d2c1b3a3e2f1f2e1b2h7d1c2g2b5c4b4c6a2d8b8g1h1a6c7h2a4h8g7a8b7b6a1b1a7a5,"[ 0  0  0  0  0  0  2  0  0  0  0  0  7  0  2  0  0  0  0  0  8  0  1  0
  0  1  0  1  0  1  0  2  0  0  4  0  2  0  4  0  0  0 10  0  8  0  0  0
  4  0  0  0  0  0  0  0  0  0  0]","[0 0 0 0 0 0 0 0 0 0 0 6 0 7 0 0 0 0 0 3 0 0 0 0 0 0 1 0 1 0 1 0 0 2 0 0 0
 0 0 4 0 0 0 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0]","[0, 0, 0, 0, 0, 0, 0, -2, -2, -2, -2, -2, 4, -3, 4, 2, 2, 2, 2, 2, 5, -3, -3, -4, -4, -4, -5, -4, -5, -4, -5, -4, -6, -6, -4, -8, -8, -10, -10, -14, -10, -10, -10, -20, -14, -22, -22, -22, -20, -24, -24, -24, -24, -24, -24, -24, -24, -24, -24, -24]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]"
222,Antwerpen Open,1834,v/d Biggelaar Nicky,1971,Schotte Tom,50,49,f5f6e6f4g6c5f3g4e3g5h3h4h5e7d6f7d7c6f8d8e8g8g3e2d1f2e1h7d2d3c3g1c4b3a3b2b5b6c2a5f1c1a1h2c8b8h6c7h8b4a4g2a8g7b7a2b1a6a7h1,"[ 0  0  0  0  2  0  0  0  0  0  2  0  2  0  0  0  0  0  1  0  0  0  0  0
  4  0  0  0  0  0  3  0  0  0  2  0  0  0  0  0  0  0  2  0  8  0 12  0
  2  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  0  0  0  0  0  8  0  0  0  5
  0  0  0 14  0  0  0 15  2  0  0  0  0  0  0 12  0  0  0  2  0  4  0  4
  0  0  0  0  0  2  0  2  0  0  0]","[0, 0, 0, 0, 0, -2, -2, -2, -2, -2, -2, -4, -4, -6, 0, 0, 0, 0, 0, -1, 7, 7, 7, 7, 12, 8, 8, 8, 22, 22, 22, 19, 34, 36, 36, 34, 34, 34, 34, 34, 46, 46, 46, 44, 46, 38, 42, 30, 34, 32, 32, 32, 32, 32, 34, 34, 36, 36, 36, 36]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
222,Antwerpen Open,2004,Fransen Martin,1971,Schotte Tom,39,44,f5f6e6f4g5e7f7d6e8h6h4g6f3h5h7e3c3d3e2g3g4h3h2e1d7b3c7c6b6d8c8g8c4c5b4f2d2d1f8b8c2a3b5a5a6a4a2b7c1b1g1b2a1f1a8a7h8g7g2h1,"[ 0  0  0  0  0  0  0  0  2  0  8  0  1  0  0  0  1  0  0  0  0  0  0  0
  0  0  0  0  0  0  1  0  0  0  0  0  0  0 16  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 4 0 3 0 5 0 0 0 0 0 2 0 9 0 0 0 2 0
 4 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -2, -10, -10, -11, -11, -11, -11, -12, -4, -4, 0, 0, 3, 3, 8, 8, 8, 8, 8, 8, 10, 9, 18, 18, 18, 18, 20, 20, 24, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
222,Antwerpen Open,1999,Aubroeck Patrick,1708,Hobo Roel,38,36,f5d6c4d3e6b4c6f4b3b5c3c2g3a3e3f3e2f1f2h3e1d1d2e7b1c5b6c7d7g1a4a6a5d8f8e8f6b7c8b8f7g6g5g7h7h4g4h6h5h8g8c1h1b2a8a7h2g2a2a1,"[0 0 0 0 4 0 0 0 2 0 2 0 0 0 0 3 0 0 1 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0
 0 0 0 0 0 6 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0]","[0 0 0 0 0 2 0 0 0 0 0 5 0 4 2 0 3 0 0 0 0 0 0 0 1 0 0 0 0 5 0 2 0 2 0 0 0
 2 0 0 0 2 0 0 0 4 0 8 0 0 0 0 0 0 0 0 0 0 0]","[0, 0, 0, 0, 0, -4, -2, -2, -2, -4, -4, -6, -1, -1, 3, 5, 2, 5, 5, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, -1, 4, 4, 6, 6, 8, 8, 8, 8, 10, 10, 10, 10, 12, 6, 6, 6, 10, 4, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
222,Antwerpen Open,1708,Hobo Roel,1993,van den Berg Erwin,43,35,f5d6c3d3c4f4f6f3g4g3e6b3f2e3e2c5c6f1d1g6h3e1g1h5d2e7h6g5h4c2f7f8d8e8c7d7c8g7a3b2b4h7g2b6a6b7h8g8a7a4a1a2a5b5b1c1h1h2a8b8,"[0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 2 0 2 1 0 4 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 4 3 0 0 1 0 2 0 0 2 0 8 0 0 0
 0 0 0 0 0 0 0 0 6 0 0 0 2 0 8 0 0 0 0 0 0 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -4, -4, -4, -4, -4, -4, -4, -4, -2, -3, -3, -2, -2, 2, 5, 3, 2, 3, 1, 3, 1, 0, 2, -2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 12, 12, 12, 12, 14, 14, 22, 22, 22, 22, 22, 22, 22, 22]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]"
222,Antwerpen Open,1971,Schotte Tom,1708,Hobo Roel,41,39,f5f6e6f4g4g6g5e7f3d6f7h3g3f8d7h5e8d8c7c5c3b6c4d3e3h4c6b5b4a3a5c2d2a4a2b3a6c1f2e2g2e1g1f1h1h2b2b7a8a7d1a1b1h6h7h8g7g8c8b8,"[0 0 0 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 2 0 0 0 4
 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 0 4 0 2 0]","[ 0  0  0  0  0  6  0  0  0  2  0  0  0  0  0  0  0  4  0  3  0  3  0  0
  0  2  0  8  0  0  0  0  0  0  0  0  0 10  0  0  0 10  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0]","[0, 0, 0, 0, 0, -4, 2, 2, 2, 2, 4, 4, 4, 4, 4, 2, 2, 2, 6, 6, 9, 9, 12, 12, 12, 12, 14, 14, 22, 22, 22, 17, 16, 14, 14, 14, 14, 10, 20, 20, 20, 18, 28, 28, 28, 28, 28, 28, 28, 26, 26, 26, 26, 26, 24, 24, 20, 20, 18, 18]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
222,Antwerpen Open,1436,de Graaf Jan C.,1708,Hobo Roel,18,26,f5d6c3d3c4f4c5b3c2e6c6f6c7b5e7d2e3b4d1e2g3f2f3f1g4e1c1b1b6d7f7c8a4a3a6g5e8g6d8f8h5b8h7h6g8h8g7h3h4a7a8b7g1h1h2g2b2a1a2a5,"[ 0  0  0  0  0  0  0  0  0  0  0  0  2  0  5  0  0  1  3  1  0  2  0  0
  0  0  0  3  0  1  1  0  6  0  0  0  0  0  0  0  4  0  8  0  0  0  0  0
  0  0  0  0 16  0  2  0  0  0  0]","[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 1 3 1 1 0 3 0 0 0 0 0 0 0 0
 6 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, -5, -5, -5, -6, -9, -10, -9, -11, -10, -9, -6, -5, -4, -7, -4, -5, -6, -6, -12, -12, -12, -12, -12, -6, -6, 0, -4, -2, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -26, -26, -28, -28, -28, -28, -28]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
222,Antwerpen Open,1708,Hobo Roel,1591,Ilbrink Jarl,59,55,f5f6e6f4g6d6g4e7f3g5f7e3d8e8f8h6d7f2h4g7c6h5g3h3h8b6c7b8c5c4b5b7b4a5a4a6c8c3a8a3d3e2a7g8b3c2a2c1b2d2b1e1f1d1a1g2g1h1h2h7,"[ 0  0  0  0  2  0  2  0  0  0 12  0  8  0  0  0  0  0  0  5  2  1  0  0
  0  0  2  0 18  2  0  1  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  4  0  2  0  0  0  0  0  0  0]","[ 0  0  0  0  0  2  0  0  0 15  0  5  0  7  1  7  7  3  1  0  0  0  1 13
  1  6  0 25  0  0  1  0  0  0  0 10  0 12  0  2  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0]","[0, 0, 0, 0, 0, -2, 0, -2, -2, -2, 13, 1, 6, -2, 5, 6, 13, 20, 23, 24, 19, 17, 16, 17, 30, 31, 37, 35, 60, 42, 40, 41, 40, 36, 36, 36, 46, 46, 58, 58, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 56, 56, 54, 54, 54, 54, 54, 54, 54, 54]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
222,Antwerpen Open,1708,Hobo Roel,2757,Van Damme Jan,40,33,f5f4e3d6f3e2d2f2d3c2e1g4e6g5f1f6g6d1c1c3h3h4h5h7c5c6b1g2g3h2c7h6c4b6d7e7f8e8d8c8b8b5b4a3a6a5b7a8a7g8a4b2b3a1a2g1f7g7h8h1,"[ 0  0  0  0  0  0  4  0  0  0  0  0 10  0  0  0  1  2  0  0  7  2  0  3
  2  3  9  3  0  1  2  0  0  0  0  0  4  0  0  0  4  0  2  0  0  0  0  0
  0  0  0  0  2  0  0  0  2  0  0]","[ 0  6  0  2  0  3  0  8  0  3  4  1  0 10  1  1  0  0  2  1  0  0  4  0
  0  0  0  0  1  0  0  0  0  0  0  4  0  2  0 10  0  0  0  0  0  0  0  4
  0 10  0  2  0  0  0  0  0  0  0]","[0, 0, 6, 6, 8, 8, 11, 7, 15, 15, 18, 22, 23, 13, 23, 24, 25, 24, 22, 24, 25, 18, 16, 20, 17, 15, 12, 3, 0, 1, 0, -2, -2, -2, -2, -2, 2, -2, 0, 0, 10, 6, 6, 4, 4, 4, 4, 4, 8, 8, 18, 18, 20, 18, 18, 18, 18, 16, 16, 16]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
222,Antwerpen Open,1971,Schotte Tom,1436,de Graaf Jan C.,23,27,f5f6e6f4g4e7f7g5f3g3h4d6h3e3e8h6g6h5h7f2f1g1e1d1c7d7c8d8c6c5d3b6a6c3f8e2b5c4b4g7h8g8c2d2b7b3b1a3a4a8b2b8a7a5c1a1a2h2h1g2,"[ 0  0  0  0  4  0  0  0  2  0  6  0  0  0  3  0  0  0  0  0  4  0  0  0
  0  0  0  0  0  0 14  0  0  0  0  0  0  0  0  0  0  0  8  0  2  0  4  0
  0  0  0  0  0  0  0  0  0  0  0]","[0 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 0 4 0 5 0 0 0 0 0 0 0 0 0 0 0 4 2 2 0 0 0
 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[0, 0, 0, 0, 0, -4, -4, -4, -4, -6, -2, -8, -6, -6, -6, -9, -9, -9, -5, -5, 0, -4, -4, -4, -4, -4, -4, -4, -4, -4, -4, -18, -14, -12, -10, -10, -10, -10, -4, -4, -4, -4, -4, -12, -12, -14, -14, -18, -18, -18, -18, -18, -18, -18, -18, -18, -18, -18, -18, -18]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
