PlayerId,OpponentId,IsBlack,PlayerLoss,OpponentLoss,PlayerScore,PlayerIsWin,PlayerWLD,Transcript,TournamentId,Year
2957,1206,0,"[ 0  0  0  6  0  0  0 23  0  0  0 10  0  0  0  5  0  2  0  0  0 18  0 16
  0 14  0  0  0 16  0  4  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0 12  0  0  0  1  0  4  0  2  0  0  0  0  0  5  0  1  0  9  0 10  0
  0  0  0  0  6  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[  0   0   0  12   6   6   6   7 -16 -12 -12 -10 -20 -20 -20 -20 -25 -20
 -22 -21 -21 -12 -30 -20 -36 -36 -50 -50 -50 -44 -60 -58 -62 -62 -62 -62
 -62 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64 -64
 -64 -64 -64 -64 -64 -64]","[ 0  0  0  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.  -0.5  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5f6f7c5e6f3e3g8d7f4g4h4d3d6e7c3b5c4c6f8b4a3b6b3c7a6e8d8g6g5h5h6b8c8h8a5b7a7h3g3a8h2g7a4b2c1c2d2h7h1g2f2f1g1e2e1d1a1b1a2,245,2012
2957,1966,0,"[ 0  0  0  0  0  2  0  0  0  5  0 10  0  1  0  0  0 13  0 11  0 22  0  0
  0  4  0  0  0 12  0  3  0  0  0  0  0  0  0  0  0  0  0  0  8  0  8  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
 14  0  2  0  0  0  3  0  0  0  0  0  2  0  0  0  0  4  2  6  0  8  0  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[  0   0   0   0   0   2   0   0   0   0  -5  -5 -15 -15 -16 -16 -16 -16
 -29 -29 -40 -40 -62 -62 -62 -48 -52 -50 -50 -50 -62 -59 -62 -62 -62 -62
 -62 -60 -60 -60 -60 -60 -56 -54 -48 -56 -48 -56 -56 -56 -56 -56 -56 -56
 -56 -56 -56 -56 -56 -56]","[ 0  0  0  0  0  1  0  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.   0.  -0.5  0.5  0.   0.   0.   0.5  0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5f6e6f4g6c6g5d6f3h6c5f2d7h5e7c4b6a6c7d8b8b7f8f7e3d3d2c3a8a7a5e1b5b4c8a4c2b3e8d1a3e2a2g1g3c1b2a1b1g4f1g2h1h2h4h3h7g7g8,245,2012
