PlayerId,OpponentId,IsBlack,PlayerLoss,OpponentLoss,PlayerScore,PlayerIsWin,PlayerWLD,Transcript,TournamentId,Year
3351,3350,1,"[ 0  0  0  0  4  0  2  0  0  0  0  0  1  0  3  0  0  1  0  2  0  0  0  0
  0  1  0  2  0  0  0  2  2  0  0  0  0  0  4  0  2  0  0  0  0  0  0  0
  0  0 42  0  4  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  1  0  0  2  0  0  5  1  4
  1  0  1  0  3  0  0  0  0  0  0  2  0  4  0 12  0  4  0  0  0 10  0  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[  0   0   0   0   0  -4  -4  -6  -4  -4  -4  -4  -4  -5  -5  -8  -7  -7
  -8  -6  -8  -8  -3  -2   2   3   2   3   1   4   4   4   2   0   0   0
   2   2   6   2  14  12  16  16  16  16  26  26  26  26  26 -16 -16 -20
 -20 -20 -20 -20 -20 -20]","[ 0  0  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
  1  1  1  1  1  1  1  1  1  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.   0.   0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.  -1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.5  0.   0.  -0.5  0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5f6e6f4g4e7f3d6c5e3c4g5e2h3h6h4c7d3c3f2f8d8f7d7e8g8c8b8c6g6g3d1g2b4h5h1h2h7b5a4b6a7a5a6b3d2a3a2c2c1b2a1e1g1f1b7a8g7h8b1,400,2016
3351,3350,0,"[ 0  0  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  1  0  0  0  2  0  0
  2  3  0  0  4  6  0  2  4  4  0 16  0  2  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0 18  0  0  0  0]","[ 0  0  0  0  4  0  0  0  0  0  0  0  2  0  0  0  3  0  0  0  0  0  3  3
  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0 36  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[  0   0   0   0   0   4   4   4   4   4   4   4   2   4   4   4   4   7
   6   6   6   6   4   7  10   8   5   5   5   1  -5  -4  -6 -10 -14 -14
 -30 -30 -32 -32 -32 -32 -32   4   4   4   4   4   4   4   4   4   4   4
   4   4 -14 -14 -14 -14]","[ 0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1  1
  1  1  1  1  1  1  1  1 -1 -1 -1 -1]","[ 0.   0.   0.   0.  -0.5  0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 -1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0. ]",f5d6c4d3e6f4e3f3c6f6g5h6c3g6d2e7h5g4h7c7h4b6f7f8d8e8g8c5b5c2d7b4f2g3e2c1d1f1b1b7b3a3c8e1g1b2a1a2a4a5h2h3a8h8g2g7a6h1b8a7,400,2016
