PlayerId,OpponentId,IsBlack,PlayerLoss,OpponentLoss,PlayerScore,PlayerIsWin,PlayerWLD,Transcript,TournamentId,Year
3203,1848,1,"[ 0  0  2  0  6  0  0  0  6  0  3  0  3  0  0  1  4  1  3  0  6  1  3  0
  7  2  9  0  1  1  1  1  8  0 16  0  0  0  0  0  0  2  0  0  0  0  0  0
  6  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  2  0  2  0  2  0  0  0  0  1  0  0  0  0  0  0  0  0  2
  0  0  0 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  8  0  0  0  0  6
  0  2  0  2  0  4  0  2  0  0  0  0]","[  0   0   0  -2  -2  -8  -6  -6  -4 -10  -8 -11 -11 -14 -14 -13 -14 -18
 -19 -22 -22 -28 -29 -32 -30 -37 -39 -48 -34 -35 -36 -37 -38 -46 -46 -62
 -62 -62 -62 -62 -62 -62 -64 -56 -56 -56 -56 -56 -50 -56 -54 -54 -52 -52
 -48 -48 -46 -46 -46 -46]","[ 0  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0. ]",f5d6c5f4e7c6c7g5e3d3e6f6g6f7e8h6h4h5h7g4g3d7c3f3e2c4b5d2f2e1f1g1c1h2c8d8h3h8g2h1g7f8g8b6a6d1b4b7c2b1b8b3a2a8a7a5a4a3b2a1,27,2014
3203,2334,1,"[ 0  0  2  0  4  0  0  0  1  0  1  0  8  0  0  1  0  1  0  0  0  0  0  1
 10  1  0  0  6  0  0  2  0  0  0  0 12  0  0  0  6  0 10  0  4  0  0  0
  6  0  2  0 12  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  7  0  1  0  0  1  0  1  0  0 26  0  2  1  0
  0  0  1  0  0  0  0  0  0  4  0 12  0  0  0  4  0  6  0  4  0  0  0  0
  0  4  0  2  0  0  0  0  0  0  0  0]","[  0   0   0  -2  -2  -6  -6  -6  -6  -7   0  -1   0  -8  -8  -7  -8  -7
  -8  -8  18  18  20  21  20  10   9  10  10   4   4   4   2   2   6   6
  18   6   6   6  10   4  10   0   4   0   0   0   0  -6  -2  -4  -2 -14
 -14 -14 -14 -14 -14 -14]","[ 0  0  0 -1 -1 -1 -1 -1 -1 -1  0 -1  0 -1 -1 -1 -1 -1 -1 -1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  1  0  0  0
  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.5  0.   0.   0.   0.   0.   0.  -0.5  0.5 -0.5  0.5  0.
  0.   0.   0.   0.   0.  -1.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.5 -0.5  0.5  0.   0.   0.   0.5  0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5d6c5f4f3e3c4d3c6b5a4b6b4c3e6a5a6f6g6a7a8b7a3b3d2c7b8f7c2d7c8g5e7h6g4h4h5g3f8e2d1e1f2f1h3h2g1b1g7h7b2a1a2c1g2h1h8g8e8d8,27,2014
3203,1848,1,"[ 0  0  0  0  6  0  0  0  4  0  0  0  2  0  0  0  0  0  6  0  0  1  6  0
  8  0 13  2  7  0 11  5  0  0  2  0  0  0  0  0  0  0  0  0  0  0  4  0
 14  0  6  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  8  0  0  0  2  0  1  0  1  2  1  0  4  0  0  0  6
  0  0  0  0  0 20  0  0  0 12  0  0  0  0  0  0  0  0  0  0  0  2  0 12
  0  0  0  0 26  0  0  0  0  0  0  0]","[  0   0   0   0   0  -6  -6  -6   2  -2  -2  -2   0  -2  -1  -1   0   2
   3  -3   1   1   0  -6   0  -8  -8 -21 -23 -30 -10 -21 -26 -26 -14 -16
 -16 -16 -16 -16 -16 -16 -16 -16 -16 -16 -14 -18  -6 -20 -20 -26 -26   0
   0   0   0   0   0   0]","[ 0  0  0  0  0 -1 -1 -1  1 -1 -1 -1  0 -1 -1 -1  0  1  1 -1  1  1  0 -1
  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1  0  0  0  0  0  0  0]","[ 0.   0.   0.   0.   0.5  0.   0.  -1.   1.   0.   0.  -0.5  0.5  0.
  0.  -0.5 -0.5  0.   1.  -1.   0.   0.5  0.5 -0.5  0.5  0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.5  0.   0.   0.
  0.   0.   0. ]",f5d6c4d3c5f4e3c3e6f3g4g3c6b4d2b5f6e2e1c1f2g1h4g5a3a4a5c2h5h2b3d1b1b6a6b2a1a2h3h6g6h7g7h8e7d8e8f7g8f8d7c8f1g2b7h1a7a8b8c7,135,2014
3203,3205,1,"[ 0  0  2  0  2  0  7  0  0  0  6  0  1  0  3  0  6  0  0  0  0  3  0  0
  7  0  0  0  0  2 18  0 26  0  0  0  0  0 32  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  1  0  2  0  0  0  0  0  3  0  5  2  0  1  0  2  0
  0  0  1  0  0  0  0  2  0  0  0  0  0 32  0  0  0  0  0  0  0  0  0  2
  0  0  0  0  0  0  0  0  0  0  0  0]","[  0   0   0  -2  -2  -4  -4 -11 -10 -10  -8 -14 -14 -15 -15 -18 -15 -21
 -16 -14 -14 -13 -16 -14 -14 -21 -21 -20 -20 -20 -22 -40 -38 -64 -64 -64
 -64 -64 -32 -64 -64 -64 -64 -64 -64 -64 -64 -64 -62 -62 -62 -62 -62 -62
 -62 -62 -62 -62 -62 -62]","[ 0  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0. ]",f5d6c5f4d3e3f6e6f7e7d8g5g6g4d7f8h5h4e8c8h3h6h7g3h2f3c7g8d2e2d1e1f2c1g7f1g2c2c4h1g1h8b2b7b8a8a7a6b1b6a1a2c3b3a3c6b4a4b5a5,135,2014
3203,2334,1,"[ 0  0  6  0  1  0  4  0  5  0  0  0  0  0  0  0  0  1 13  1  0  1  1  0
  0  2  5  0  1  1  0  5  6  0 12  0  4  0  0  0 10  0  0  0 10  0  4  0
  8  0  0  0 10  0  0  0  0  0  0  0]","[ 0  6  0  0  0  9  0  1  0  0  0  0  0  0  0  4  1  0  0  0  2  0  0  1
  1  0  0  0  0  0  2  0  0  0  0  0  0 12  0  0  0 12  0  0  0  0  0  8
  0  8  0  2  0  4  0  0 12  0  0  0]","[  0   0   6   0   0  -1   8   4   5   0   0   0   0   0   0   0   4   5
   4  -9 -10  -8  -9 -10  -9  -8 -10 -15 -15 -16 -17 -15 -20 -26 -26 -38
 -38 -42 -30 -30 -30 -40 -28 -28 -28 -38 -38 -42 -34 -42 -34 -34 -32 -42
 -38 -38 -38 -26 -26 -26]","[ 0  0  1  0  0 -1  1  1  1  0  0  0  0  0  0  0  1  1  1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.  -0.5  0.5  0.   0.5 -1.   0.   0.   0.5  0.   0.   0.   0.   0.
  0.  -0.5  0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5f4f3f6e6g4g3g6e3d3h4e2g5f2e7f7h6c6e8d6c7d7c8d8d2b6c2c3d1f1e1c1b4c4a6c5b3g1b5h3b2f8g8b1b8a1h2h5g2h1a2a3g7h7a4h8a5a8b7a7,135,2014
3203,1711,1,"[ 0  0  0  0  0  0  2  0  5  0  3  0  0  0  2  0  0  0 13  1 10  3  0  0
  3  0  2  0 13  1  8  0 12  0  8  0  0  0  0  0  0  0  0  0  0  0  6  0
  0  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  2  0 10  2  0  0  1  0  0  0  0  0  0  0  3
  0  2  0  4  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  0
  0  4  0  0  0  0  0  0  0  0  0  0]","[  0   0   0   0   0   0   0  -2  -2  -7  -5  -8   2   4   4   2   3   3
   3 -10 -11 -21 -24 -24 -21 -24 -22 -24 -20 -33 -34 -42 -38 -50 -50 -58
 -58 -58 -58 -58 -58 -58 -58 -58 -58 -58 -54 -60 -60 -60 -56 -56 -56 -56
 -56 -56 -56 -56 -56 -56]","[ 0  0  0  0  0  0  0 -1 -1 -1 -1 -1  1  1  1  1  1  1  1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.   0.   0.   0.   0.5  0.   0.   0.   0.  -1.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5f6e6f4g5e7d7g6f7c8c7d6g4d8c6g8h6h3e8f8e3f3d3e2d2g3e1b8h5b5b6a5a6a7b4a4g2h2b7a8c4c5a3b3a2h1g1a1f2f1d1c3c2h4g7h7h8b1b2c1,26,2015
3203,3205,1,"[ 0  0  2  0  0  0  0  0  0  0  3  1  3  1  3  0  0  0  0  0  3  3  1  3
  0  2  0  1 14  0 23  0  0  0  0  0 16  0  0  0  0  0 10  0  0  0  0  0
  2  0  2  0  0  0 12  0  4  0  0  0]","[ 0  0  0  0  0  7  0  1  0  3  0  0  0  0  0  0  0  6  0  1  0  0  0  0
  1  0  2  0  0 10  0  0  0  0  0  0  0  2  0  4  0  2  0 10  0  6  0  6
  0 10  0  6  0  0  0  0  0  0  0  0]","[  0   0   0  -2  -2  -2   5   5   6   6   9   6   5   2   1  -2  -2  -2
   4   4   5   2  -1  -2  -5  -4  -6  -4  -5 -19  -9 -32 -32 -32 -32 -32
 -32 -48 -46 -46 -42 -42 -40 -50 -40 -40 -34 -34 -28 -30 -20 -22 -16 -16
 -16 -28 -28 -32 -32 -32]","[ 0  0  0 -1 -1 -1  1  1  1  1  1  1  1  1  1 -1 -1 -1  1  1  1  1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.5  0.   0.  -1.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.  -1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5d6c5f4e3f6f3e2d3f2g3g4f1d1e1g1e6h4g5e7d2h5h3h2d7c1f8c2f7c4b4c3b3g6h6h7g2h1g7h8g8a3b1e8a2d8c6a4b5a5a6b6a7a1c8b8c7a8b2b7,26,2015
3203,2589,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 2 0 1 5 1 0 0 0 0 0 0 6
 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 2 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 6 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0  -6  -6  -6  -8  -7  -8 -13 -14 -14 -14 -14  -8  -8
  -8 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -16 -16 -16 -16 -16 -16 -16
 -16 -20 -20 -22 -22 -22]","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0. ]",f5d6c3d3c4f4f6f3e6e7d7g6f8f7g5h6h4b5e3g4c5d8a5c8g7c6b6c7h5b4h3g3e2f2a4b3f1h8d2a3a2c1e1c2g2d1b1h1h2g1b2a1h7a6e8g8b8a8a7b7,9,2016
3203,230,0,"[ 0  0  0  0  0  6  0  0  0  0  0  4  1  6  0  5  0  0  1  6  1  4  1  0
  0  1  1  4  0  0  0  0  0 10  0 20  0  8  0  0  0 16  0  0  0  0  0 10
  0  0  0  0  0  0  0  0  0  0  0  0]","[ 0  0  0  0  5  0  0  0  0  0  0  0  0  0  4  0  4  1  0  0  0  0  0  1
  0  0  0  0  3  0  4  1  0  0 22  0  6  0  8  0  0  0  0  0  2  0 24  0
  4  0  8  0  2  0  0  0  0  2  0  0]","[  0   0   0   0   0   5  -1  -1  -1  -1  -1  -1  -5  -6 -12  -8 -13  -9
  -8  -9 -15 -16 -20 -21 -20 -20 -21 -22 -26 -23 -23 -19 -18 -18 -28  -6
 -26 -20 -28 -20 -20 -20 -36 -36 -36 -34 -34 -10 -20 -16 -16  -8  -8  -6
  -6  -6  -6  -6  -4  -4]","[ 0  0  0  0  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.   0.  -0.5  1.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5f6e6f4d3c4e3c5d6c3g3c2f3f2b5a6e2f1d2e1b4b6b3a5c1a3c6h3a4d7f7e7e8c8c7d8b8g8a7a8f8d1b7b1g5h5h2g6h8g4g2h4h6h1g1h7g7b2a2a1,27,2014
3203,3207,0,"[ 0  0  0  0  0  8  0  1  0  2  0  4  0  0  0  0  0  0  0  0  0 11  0  0
  2  1  0  0  2  0  0 11  0  0  0  0  0 24  0  0  0  0  0  0  0  0  0  0
  0 22  0  0  0 20  0  0  0  0  0  0]","[ 0  0  0  0  0  0  0  0  0  0  3  0  6  1  6  0  1  1  1  0  0  0  0  0
  0  0  1  1  0  2 13  0  2  0  4  0 36  0  0  0  0  0  0  0  0  0  0  0
  6  0  0  0  0  0  0  0  0  0  0  0]","[  0   0   0   0   0   0  -8  -8  -9  -9 -11  -8 -12  -6  -5   1   1   2
   3   4   4   4  -7  -7  -7  -9 -10  -9  -8 -10  -8   5  -6  -4  -4   0
   0  36  12  12  12  12  12  12  12  12  12  12  12  18  -4  -4  -4  -4
 -24 -24 -24 -24 -24 -24]","[ 0  0  0  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1  1  1  1 -1 -1
 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  0  0  1  1  1  1  1  1  1  1  1  1  1
  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1]","[ 0.   0.   0.   0.   0.   0.5  0.   0.   0.   0.   0.   0.   0.   0.
 -1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   0.  -1.   1.   0.   0.  -0.5  0.  -0.5  0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0. ]",f5d6c3d3c4f3f4g5e3g3g4h3h4h5h6h7g6e6f6e7f2f7c5e1c7c6d7e8d8c8g1f1f8g8d1e2b6d2g2a6b7b5a5a4c2b3a3a2b4h1h2c1h8a7g7b2b1b8a8a1,135,2014
